"","recno","TYCID1","TYCID2","TYCID3","RA_J2000","DE_J2000","pmRA","pmDE","BT","VT","V","BV","HD","HIP","Plx","indexcandidate","hyades","clusterNum"
"8270",102848,1247,561,1,3.72549,21.5238,106.1,-55,11.993,10.99,10.9,0.853,"NULL","NULL",0,9819,0,3
"8272",102850,1247,581,1,3.60567,21.8335,102.6,-68.7,10.46,9.67,9.599,0.672,"NULL","NULL",0,9821,0,3
"8286",102868,1247,1176,1,3.70713,21.1927,6.7,-48.7,11.189,10.294,10.213,0.761,"NULL","NULL",0,9839,0,3
"8293",102878,1248,305,1,3.77414,16.6513,49.6,-40,11.192,10.431,10.363,0.647,"NULL","NULL",0,9849,0,3
"8294",102879,1248,368,1,3.73737,16.5068,37.8,-18.9,11.415,10.593,10.519,0.699,"NULL","NULL",0,9850,0,3
"8295",102880,1248,414,1,3.75582,16.836,40,-21.7,11.485,10.806,10.745,0.577,"NULL","NULL",0,9851,0,3
"8296",102882,1248,444,1,3.8194,16.1759,25.9,-26.2,12.343,10.646,10.493,1.442,"NULL","NULL",0,9853,0,3
"8307",102896,1248,784,1,3.77114,16.0939,3,-34.3,12.178,11.115,11.019,0.904,"NULL","NULL",0,9867,0,3
"8309",102898,1249,2,1,3.96506,15.3279,44.5,-114.8,10.489,9.77,9.705,0.611,"NULL","NULL",0,9869,0,3
"8316",102906,1249,137,1,3.90097,15.4849,9.6,-30.8,12.272,10.746,10.609,1.297,"NULL","NULL",0,9877,0,3
"8321",102913,1249,195,1,3.87766,15.571,29.9,-56.4,11.062,10.164,10.083,0.763,"NULL","NULL",0,9884,0,3
"8326",102918,1249,263,1,3.93915,15.7001,78.7,-8.4,11.299,10.544,10.476,0.642,"285266","NULL",0,9889,0,3
"8328",102920,1249,356,1,3.9417,16.1632,13.4,-27.6,10.987,10.419,10.368,0.483,"NULL","NULL",0,9891,0,3
"8329",102921,1249,381,1,3.93803,15.8176,75.6,-68.9,11.3,10.332,10.245,0.823,"NULL","NULL",0,9892,0,3
"8333",102927,1249,546,1,3.93062,16.1428,24.5,-27.3,10.388,9.835,9.785,0.47,"285262","NULL",0,9898,0,3
"8334",102928,1249,598,1,3.9633,16.8168,30.9,-41.7,10.791,10.115,10.054,0.575,"285311","NULL",0,9899,0,3
"8335",102929,1249,603,1,3.92719,15.5901,19.3,-22.7,12.085,10.937,10.834,0.976,"NULL","NULL",0,9900,0,3
"8337",102933,1249,673,1,3.99346,15.5989,38.6,-54.6,11.734,10.795,10.71,0.798,"NULL","NULL",0,9904,0,3
"8339",102935,1249,701,1,3.94589,16.5671,8.4,-58.3,11.663,10.503,10.399,0.986,"NULL","NULL",0,9906,0,3
"8342",102938,1249,958,1,3.91043,16.1224,28.5,-19.2,11.706,10.672,10.579,0.879,"NULL","NULL",0,9909,0,3
"8343",102940,1249,1014,1,3.89264,16.6933,64.2,-53.3,10.917,10.043,9.964,0.743,"285258","NULL",0,9911,0,3
"8346",102944,1250,29,1,4.05792,15.365,31.6,-10.6,10.711,10.052,9.993,0.56,"NULL","NULL",0,9915,0,3
"8351",102952,1250,151,1,4.12121,15.4452,105.5,-122.6,11.002,10.302,10.239,0.595,"NULL","NULL",0,9923,0,3
"8354",102958,1250,257,1,4.10497,16.1838,109.2,38.4,11.618,10.856,10.787,0.648,"NULL","NULL",0,9929,0,3
"8364",102972,1250,549,1,4.13018,16.4374,46.9,-32.6,10.66,10.223,10.184,0.371,"285484","NULL",0,9943,0,3
"8368",102976,1250,613,1,4.03108,15.805,56.1,-30.5,11.214,10.517,10.454,0.592,"285331","NULL",0,9947,0,3
"8369",102977,1250,662,1,4.0951,15.7381,44.4,-25.1,10.259,8.765,8.631,1.27,"285412","NULL",0,9948,0,3
"8376",102985,1250,912,1,4.02865,16.3244,-9.5,-75.1,10.824,10.206,10.15,0.525,"NULL","NULL",0,9956,0,3
"8394",103010,1251,749,1,4.21734,15.5427,-3.4,-53.3,10.794,9.99,9.918,0.683,"285597","NULL",0,9981,0,3
"8397",103014,1251,878,1,4.266,15.8156,46.9,-50.6,10.907,9.498,9.371,1.198,"285591","NULL",0,9985,0,3
"8403",103020,1252,96,1,3.76885,17.5332,-25.1,-59.2,11.579,10.422,10.318,0.983,"NULL","NULL",0,9991,0,3
"8405",103022,1252,208,1,3.84151,17.5292,22.3,-38.5,11.53,10.345,10.238,1.007,"NULL","NULL",0,9993,0,3
"8412",103033,1252,692,1,3.86347,17.203,27.5,-15,10.334,9.036,8.919,1.103,"NULL","NULL",0,10004,0,3
"8416",103038,1252,770,1,3.83229,17.1318,14.5,-69.5,11.085,9.59,9.455,1.271,"NULL","NULL",0,10009,0,3
"8425",103051,1253,170,1,3.9345,17.1496,45.2,-15.7,11.363,10.575,10.504,0.67,"285254","NULL",0,10022,0,3
"8429",103055,1253,364,1,3.93625,17.0334,6.2,-28.7,10.91,10.21,10.147,0.595,"NULL","NULL",0,10026,0,3
"8435",103065,1253,653,1,3.8805,18.2809,46.3,-42.4,11.454,10.523,10.439,0.791,"NULL","NULL",0,10036,0,3
"8443",103078,1253,898,1,3.91663,17.5879,58.7,14.9,10.974,10.081,10.001,0.759,"285248","NULL",0,10049,0,3
"8450",103087,1254,47,1,4.01338,17.7677,22,-33.3,11.363,10.937,10.899,0.362,"NULL","NULL",0,10058,0,3
"8456",103095,1254,187,1,4.05747,18.2406,63.2,-39.4,10.976,10.339,10.282,0.541,"285358","NULL",0,10066,0,3
"8474",103122,1255,53,1,4.25912,17.1212,8.9,-37.3,11.377,10.499,10.42,0.746,"285563","NULL",0,10093,0,3
"8480",103129,1255,202,1,4.24003,18.6156,15,-33.8,10.672,10.117,10.067,0.472,"285538","NULL",0,10100,0,3
"8485",103136,1255,429,1,4.14344,17.2822,29.2,-41.4,11.935,10.74,10.632,1.016,"285473","NULL",0,10107,0,3
"8486",103138,1255,519,1,4.14461,18.4387,20.3,-18.5,11.336,10.749,10.696,0.499,"NULL","NULL",0,10109,0,3
"8490",103143,1255,672,1,4.2406,17.3899,17,-27.7,12.083,10.899,10.792,1.006,"NULL","NULL",0,10114,0,3
"8492",103145,1255,708,1,4.16815,18.1019,15.5,-35.5,10.068,9.354,9.29,0.607,"285454","NULL",0,10116,0,3
"8507",103164,1256,288,1,3.80436,19.2973,28.5,-17.4,10.078,9.456,9.4,0.529,"NULL","NULL",0,10135,0,3
"8513",103171,1256,516,1,3.75046,19.5594,17.4,-45.7,10.021,9.436,9.383,0.497,"NULL","NULL",0,10142,0,3
"8522",103181,1256,883,1,3.75924,19.8755,39.6,-107.8,10.364,9.711,9.652,0.555,"NULL","NULL",0,10152,0,3
"8524",103183,1256,919,1,3.73944,20.4994,12.7,-77.7,10.448,9.399,9.305,0.892,"NULL","NULL",0,10154,0,3
"8530",103189,1257,84,1,3.94159,19.7273,16.8,-32.4,10.541,9.207,9.087,1.134,"NULL","NULL",0,10160,0,3
"8531",103191,1257,103,1,3.98001,20.4905,94.9,-43.6,11.139,10.405,10.339,0.624,"NULL","NULL",0,10162,0,3
"8533",103193,1257,136,1,3.92975,20.2844,93.8,-32.5,11.546,11,10.951,0.464,"NULL","NULL",0,10164,0,3
"8535",103195,1257,197,1,3.91906,19.5549,49.6,-2.1,10.966,9.965,9.875,0.851,"285227","NULL",0,10166,0,3
"8537",103197,1257,262,1,3.96374,18.9335,27.1,-14.6,11.171,10.525,10.467,0.549,"285286","NULL",0,10168,0,3
"8539",103200,1257,359,1,3.93936,19.4827,5,-39.1,11.063,10.488,10.436,0.489,"285232","NULL",0,10171,0,3
"8540",103201,1257,360,1,3.97394,19.4951,85.4,-17.6,11.398,10.737,10.678,0.562,"285274","NULL",0,10172,0,3
"8545",103206,1257,568,1,3.92621,20.3214,-8.9,-60.8,10.995,10.504,10.46,0.417,"NULL","NULL",0,10177,0,3
"8553",103214,1257,819,1,3.88112,19.1806,20,-16.5,11.746,10.84,10.758,0.77,"285234","NULL",0,10185,0,3
"8555",103217,1257,859,1,3.90853,19.4084,20.9,-24.1,11.616,10.869,10.802,0.635,"NULL","NULL",0,10188,0,3
"8566",103230,1257,1089,1,3.90774,19.5939,4.3,-38.3,11.687,11.209,11.166,0.406,"NULL","NULL",0,10201,0,3
"8570",103235,1258,72,1,4.13123,20.2086,16.7,-30.5,10.746,10.079,10.019,0.567,"NULL","NULL",0,10206,0,3
"8579",103247,1258,377,1,4.09052,20.2492,24.8,-23.5,10.702,9.972,9.906,0.621,"NULL","NULL",0,10218,0,3
"8581",103249,1258,464,1,4.13,19.1018,49.5,-61.5,11.967,10.818,10.715,0.977,"285435","NULL",0,10220,0,3
"8595",103268,1258,1011,1,4.06486,19.0708,21.8,-41.1,11.643,10.877,10.808,0.651,"NULL","NULL",0,10239,0,3
"8597",103270,1258,1036,1,4.05336,19.1548,69.3,-52,11.713,10.769,10.684,0.802,"NULL","NULL",0,10241,0,3
"8600",103276,1259,321,1,4.25946,20.1336,55.2,-90,10.5,9.814,9.752,0.583,"284270","NULL",0,10247,0,3
"8602",103279,1259,559,1,4.26327,20.1773,25.4,-24,12.107,11.098,11.007,0.858,"284271","NULL",0,10250,0,3
"8606",103284,1259,710,1,4.25709,19.8034,43.7,-39.1,11.36,10.464,10.383,0.762,"NULL","NULL",0,10255,0,3
"8620",103303,1260,158,1,3.84188,22.2524,123.6,-114.2,10.565,9.766,9.694,0.679,"24028","NULL",0,10274,0,3
"8632",103317,1260,688,1,3.78748,22.47,14.1,-37.4,11.737,10.803,10.719,0.794,"NULL","NULL",0,10288,0,3
"8634",103319,1260,749,1,3.75796,21.4641,90,-120.9,10.797,10.114,10.053,0.581,"NULL","NULL",0,10290,0,3
"8639",103325,1260,885,1,3.7703,21.4355,4.4,-39.6,11.404,10.59,10.517,0.692,"NULL","NULL",0,10296,0,3
"8640",103326,1260,893,1,3.80871,22.2113,71.6,-69.9,10.435,9.565,9.487,0.74,"23764","NULL",0,10297,0,3
"8646",103335,1260,1107,1,3.75274,21.7046,20.9,-49.2,10.713,10.022,9.96,0.587,"NULL","NULL",0,10306,0,3
"8652",103342,1260,1406,1,3.74334,20.8002,-5.3,-42.6,11.104,10.408,10.345,0.592,"NULL","NULL",0,10313,0,3
"8655",103346,1260,1478,1,3.78346,20.79,44.4,-21.5,11.004,10.219,10.148,0.667,"NULL","NULL",0,10317,0,3
"8663",103355,1261,283,1,3.87176,21.4718,37.9,-17.1,11.367,9.719,9.571,1.401,"NULL","NULL",0,10326,0,3
"8666",103359,1261,423,1,3.884,21.6602,24.7,-61.1,11.826,10.735,10.637,0.927,"NULL","NULL",0,10330,0,3
"8669",103362,1261,524,1,3.8812,21.9726,96.5,-101.7,10.858,10.083,10.013,0.659,"NULL","NULL",0,10333,0,3
"8680",103374,1261,810,1,3.90726,21.8925,26.9,-37.4,10.985,10.184,10.112,0.681,"NULL","NULL",0,10345,0,3
"8694",103389,1261,1385,1,3.93409,20.6562,30.3,-12.2,11.454,10.293,10.189,0.987,"NULL","NULL",0,10360,0,3
"8696",103392,1261,1416,1,3.91609,20.8815,18.4,-27.7,9.695,9.247,9.207,0.381,"NULL","NULL",0,10363,0,3
"8697",103393,1261,1440,1,3.9162,20.9913,32,-25.3,11.134,10.7,10.661,0.369,"NULL","NULL",0,10364,0,3
"8699",103395,1261,1468,1,3.96657,21.0588,40.3,-33.6,11.539,10.781,10.713,0.644,"NULL","NULL",0,10366,0,3
"8700",103396,1261,1502,1,3.93675,21.0408,16.8,-34.5,11.482,10.981,10.936,0.426,"NULL","NULL",0,10367,0,3
"8705",103404,1262,265,1,4.04891,21.8878,16,-59.6,9.697,8.975,8.91,0.614,"NULL","NULL",0,10375,0,3
"8707",103406,1262,343,1,4.03765,22.0706,88.5,-26.2,11.473,9.928,9.789,1.313,"NULL","NULL",0,10377,0,3
"8708",103407,1262,374,1,4.07427,21.7837,-2.9,-70.1,9.718,9.079,9.021,0.543,"NULL","NULL",0,10378,0,3
"8716",103417,1262,788,1,4.13132,21.3826,0.6,-42.2,12.013,10.962,10.867,0.893,"NULL","NULL",0,10388,0,3
"8727",103436,1262,1647,1,4.04821,22.1366,45.7,-51.4,9.634,8.973,8.914,0.562,"NULL","NULL",0,10407,0,3
"8728",103437,1262,1648,1,4.04844,22.1345,47.3,-51.6,11.51,10.339,10.234,0.995,"NULL","NULL",0,10408,0,3
"8739",103450,1263,642,1,4.201,21.9474,88.8,-87,9.88,9.037,8.961,0.717,"284195","NULL",0,10421,0,3
"8747",103460,1263,947,1,4.24802,22.4633,48,-31,11.035,10.233,10.161,0.682,"284247","NULL",0,10431,0,3
"8749",103463,1263,981,1,4.24899,20.6426,-1.7,-61.6,11.268,10.467,10.395,0.681,"NULL","NULL",0,10434,0,3
"8754",103469,1263,1114,1,4.14463,20.679,45.5,-89.2,10.876,10.058,9.984,0.695,"284213","NULL",0,10440,0,3
"8755",103472,1263,1220,1,4.23255,21.0601,25.7,-75.7,10.904,10.257,10.199,0.55,"NULL","NULL",0,10443,0,3
"8756",103474,1264,16,1,4.33302,15.0086,39.3,-104.4,11.158,10.608,10.559,0.467,"285702","NULL",0,10445,0,3
"8757",103475,1264,53,1,4.3049,15.0094,87.4,-96.7,10.577,9.538,9.444,0.883,"285703","NULL",0,10446,0,3
"8758",103476,1264,64,1,4.28445,15.0979,65.7,-99.5,11.455,10.612,10.536,0.717,"NULL","NULL",0,10447,0,3
"8764",103487,1264,559,1,4.27136,16.2855,14.2,-45.7,10.863,10.203,10.144,0.561,"285576","NULL",0,10458,0,3
"8770",103497,1264,941,1,4.36973,15.0879,33.3,-41.5,11.808,10.678,10.576,0.96,"285757","NULL",0,10468,0,3
"8771",103501,1265,16,1,4.46031,16.0299,32.2,-25.5,11.628,10.561,10.465,0.907,"285808","NULL",0,10472,0,3
"8772",103502,1265,21,1,4.46153,16.725,23.8,-83.8,11.076,10.495,10.443,0.494,"285800","NULL",0,10473,0,3
"8778",103509,1265,148,1,4.50969,15.734,95.7,-22.6,9.996,9.024,8.937,0.826,"28545","NULL",0,10480,0,3
"8780",103511,1265,224,1,4.43496,15.5243,109.7,-24.3,8.14,7.527,7.472,0.521,"28034","NULL",0,10482,1,3
"8784",103516,1265,373,1,4.51843,16.689,-12.3,-74.9,12.229,11.112,11.011,0.949,"285866","NULL",0,10487,0,3
"8786",103518,1265,414,1,4.43078,15.7539,-24.7,-109.7,10.719,9.968,9.9,0.638,"NULL","NULL",0,10489,0,3
"8787",103519,1265,423,1,4.42944,16.5777,18.3,-26.3,11.052,10.28,10.211,0.656,"285795","NULL",0,10490,0,3
"8793",103525,1265,569,1,4.40355,16.3789,86.4,-23,8.95,8.288,8.228,0.563,"27835","NULL",0,10496,0,3
"8799",103532,1265,776,1,4.47282,15.0873,30.6,-44.5,9.778,9.101,9.04,0.575,"28282","NULL",0,10503,0,3
"8802",103537,1265,887,1,4.4289,16.6559,9.8,-61,10.669,9.892,9.822,0.66,"285794","NULL",0,10508,0,3
"8803",103538,1265,906,1,4.51529,15.7798,36.4,-14.4,10.522,9.858,9.798,0.564,"28594","NULL",0,10509,0,3
"8804",103540,1265,1051,1,4.5298,15.6358,14.2,-23.4,11.205,10.317,10.237,0.755,"285875","NULL",0,10511,0,3
"8811",103557,1266,76,1,4.63858,15.5162,23.8,-31.5,10.555,8.595,8.419,1.666,"29386","NULL",0,10528,0,3
"8813",103560,1266,149,1,4.56055,16.7625,94,-26.7,10.508,9.412,9.313,0.932,"28878","NULL",0,10531,0,3
"8822",103570,1266,354,1,4.63811,15.4639,71,-2.4,10.548,9.775,9.705,0.657,"29387","NULL",0,10541,0,3
"8828",103578,1266,602,1,4.61528,15.2612,38.7,-30.2,8.007,7.404,7.35,0.513,"29247","NULL",0,10549,0,3
"8831",103581,1266,944,1,4.5756,15.8276,84.7,-20.4,10.947,9.766,9.66,1.004,"28977","NULL",0,10552,0,3
"8835",103586,1266,1012,1,4.54725,16.0058,98.1,-29.3,10.108,9.02,8.922,0.925,"28783","NULL",0,10557,0,3
"8837",103588,1266,1103,1,4.61961,15.9374,88.3,-139.2,10.023,8.344,8.193,1.427,"29271","NULL",0,10559,0,3
"8838",103589,1266,1116,1,4.55783,16.5157,34,-10.4,10.642,9.845,9.773,0.677,"285915","NULL",0,10560,0,3
"8841",103592,1266,1175,1,4.60146,15.684,91.3,-24.8,10.586,9.453,9.351,0.963,"29159","NULL",0,10563,0,3
"8842",103593,1266,1202,1,4.6334,15.669,27.4,-36.9,10.729,9.896,9.821,0.708,"NULL","NULL",0,10564,0,3
"8844",103596,1266,1286,1,4.54985,15.819,93.7,-24.7,9.565,8.734,8.659,0.706,"28805","NULL",0,10567,1,3
"8845",103597,1266,1312,1,4.56073,15.9615,58.1,-55.9,9.235,8.463,8.394,0.656,"28888","NULL",0,10568,0,3
"8857",103615,1267,599,1,4.71774,16.297,6,-28.4,9.694,9.136,9.086,0.474,"29868","NULL",0,10586,0,3
"8866",103628,1267,1186,1,4.78512,15.7283,63.1,-21.6,11.154,10.121,10.028,0.878,"NULL","NULL",0,10599,0,3
"8867",103629,1267,1221,1,4.79597,16.25,34.7,-57.9,11.674,11.24,11.201,0.369,"NULL","NULL",0,10600,0,3
"8877",103644,1268,409,1,4.33525,18.651,12.2,-25.3,11.491,10.762,10.696,0.62,"NULL","NULL",0,10615,0,3
"8881",103648,1268,601,1,4.26988,17.6985,5,-35.7,11.876,10.802,10.705,0.913,"285551","NULL",0,10619,0,3
"8884",103653,1268,723,1,4.29695,17.2435,35.7,-33.1,11.786,11.578,11.559,0.177,"285675","NULL",0,10624,0,3
"8891",103663,1269,57,1,4.46638,18.5003,102.9,-33.1,11.499,10.31,10.203,1.011,"285766","NULL",0,10634,0,3
"8893",103665,1269,128,1,4.41673,16.9849,94,-28.6,11.612,10.53,10.433,0.92,"285742","NULL",0,10636,0,3
"8895",103667,1269,197,1,4.48804,18.1138,34.5,-23,11.312,10.433,10.354,0.747,"NULL","NULL",0,10638,0,3
"8900",103672,1269,291,1,4.41237,18.0324,36.2,-20.7,11.228,10.807,10.769,0.358,"NULL","NULL",0,10643,0,3
"8907",103681,1269,482,1,4.50319,17.2201,17.7,-31.7,11.979,11.102,11.023,0.745,"285857","NULL",0,10652,0,3
"8909",103685,1269,714,1,4.49201,17.4872,67.7,-63.9,11.473,10.153,10.034,1.122,"NULL","NULL",0,10656,0,3
"8910",103686,1269,737,1,4.50697,17.786,54.4,-52.2,10.55,10.015,9.967,0.455,"NULL","NULL",0,10657,0,3
"8912",103688,1269,796,1,4.52165,17.2711,21.6,-26,10.161,9.577,9.524,0.496,"28606","NULL",0,10659,0,3
"8926",103705,1269,1133,1,4.41126,17.647,-4.8,-51.2,11.249,10.54,10.476,0.603,"285725","NULL",0,10676,0,3
"8929",103713,1270,17,1,4.5926,16.9633,44.6,-37.9,10.978,10.31,10.25,0.568,"285908","NULL",0,10684,0,3
"8943",103732,1270,631,1,4.62226,18.6867,38.3,-43.8,10.495,9.651,9.575,0.717,"29270","NULL",0,10703,0,3
"8947",103736,1270,781,1,4.55066,17.5769,14.6,-27.7,11.512,10.84,10.78,0.571,"285853","NULL",0,10707,0,3
"8956",103748,1270,1016,1,4.54171,17.4473,21.7,-17.7,12.323,11.302,11.21,0.868,"NULL","NULL",0,10719,0,3
"8958",103750,1270,1170,1,4.53881,17.2749,39.9,-52.3,11.335,10.482,10.405,0.725,"NULL","NULL",0,10721,0,3
"8960",103753,1270,1300,1,4.64027,17.5424,90.9,-34.6,11.786,10.218,10.077,1.333,"285947","NULL",0,10724,0,3
"8974",103769,1271,418,1,4.73389,18.4915,21.2,-14,9.85,9.26,9.207,0.502,"29958","NULL",0,10740,0,3
"8989",103785,1271,879,1,4.72103,17.0691,100,-33.1,11.107,10.033,9.936,0.913,"NULL","NULL",0,10756,0,3
"8990",103786,1271,898,1,4.67375,18.1569,41.8,-3.4,9.489,8.726,8.657,0.649,"29601","NULL",0,10757,0,3
"9002",103803,1271,1391,1,4.79826,16.9904,32,-62.2,11.624,11.138,11.094,0.413,"NULL","NULL",0,10774,0,3
"9006",103808,1272,67,1,4.32131,19.7246,54.7,-18.1,9.065,8.515,8.466,0.467,"27281","NULL",0,10779,0,3
"9007",103809,1272,120,1,4.35893,18.7623,3.1,-36.9,11.776,10.488,10.372,1.095,"NULL","NULL",0,10780,0,3
"9008",103810,1272,134,1,4.32658,18.8035,25.4,-11.9,11.931,10.792,10.689,0.968,"NULL","NULL",0,10781,0,3
"9013",103817,1272,263,1,4.28896,19.3531,67.3,-108.5,10.093,9.118,9.03,0.829,"284356","NULL",0,10788,0,3
"9017",103824,1272,345,1,4.34469,20.1362,12.9,-46.9,10.904,10.095,10.022,0.688,"NULL","NULL",0,10795,0,3
"9019",103826,1272,436,1,4.29003,19.7617,52,-40.3,11.07,10.333,10.267,0.626,"NULL","NULL",0,10797,0,3
"9021",103831,1272,490,1,4.35762,20.5685,57.2,-66.9,12.083,11.325,11.257,0.644,"NULL","NULL",0,10802,0,3
"9023",103833,1272,542,1,4.31765,19.8567,10.4,-50.2,11.634,10.109,9.972,1.296,"NULL","NULL",0,10804,0,3
"9027",103837,1272,580,1,4.32052,19.4767,17.3,-25.1,10.371,9.808,9.757,0.479,"NULL","NULL",0,10808,0,3
"9029",103839,1272,656,1,4.36392,19.8135,-0.6,-55.3,11.229,10.517,10.453,0.605,"284410","NULL",0,10810,0,3
"9030",103840,1272,660,1,4.28971,19.4626,9.5,-31.3,11.043,10.021,9.929,0.869,"NULL","NULL",0,10811,0,3
"9032",103842,1272,708,1,4.32476,19.3647,6,-32.7,11.702,10.917,10.846,0.667,"NULL","NULL",0,10813,0,3
"9043",103854,1272,940,1,4.37475,19.3749,9.8,-37.7,11.456,10.837,10.781,0.526,"NULL","NULL",0,10825,0,3
"9044",103855,1272,945,1,4.38938,20.5843,55.1,-22.1,10.763,10.047,9.983,0.609,"NULL","NULL",0,10826,0,3
"9063",103881,1273,532,1,4.48042,20.2297,22.9,-74.2,11.699,10.343,10.221,1.153,"NULL","NULL",0,10852,0,3
"9066",103886,1273,688,1,4.40073,20.1256,34.8,-24.9,11.485,10.765,10.7,0.612,"NULL","NULL",0,10857,0,3
"9069",103890,1273,725,1,4.45668,19.9149,30.4,-48.4,11.432,10.605,10.531,0.703,"NULL","NULL",0,10861,0,3
"9071",103892,1273,760,1,4.40669,19.9589,3.9,-131.2,10.009,9.253,9.185,0.643,"NULL","NULL",0,10863,0,3
"9074",103898,1274,89,1,4.63167,20.2845,21.9,-27.6,11.896,11.132,11.063,0.649,"284621","NULL",0,10869,0,3
"9076",103900,1274,220,1,4.63815,20.5186,46.2,-15.1,11.748,11.316,11.277,0.367,"NULL","NULL",0,10871,0,3
"9077",103901,1274,287,1,4.64987,20.604,12.5,-26.4,9.256,8.717,8.668,0.458,"29431","NULL",0,10872,0,3
"9095",103924,1274,1075,1,4.63449,19.5318,39.4,-40.6,11.545,10.786,10.718,0.645,"284633","NULL",0,10895,0,3
"9099",103928,1274,1204,1,4.54471,19.1135,92.3,-34.6,11.807,10.662,10.559,0.973,"285836","NULL",0,10899,0,3
"9105",103937,1274,1492,1,4.61461,19.2904,22,-47.5,10.786,10.012,9.942,0.658,"NULL","NULL",0,10908,0,3
"9108",103940,1274,1523,1,4.62122,18.8096,29.5,-24.3,11.703,10.852,10.775,0.723,"285891","NULL",0,10911,0,3
"9112",103945,1275,139,1,4.77148,20.3385,20.4,-24.6,11.073,10.313,10.245,0.646,"NULL","NULL",0,10916,0,3
"9114",103947,1275,166,1,4.68999,20.6037,39.9,-33.9,10.237,9.368,9.29,0.739,"29682","NULL",0,10918,0,3
"9119",103954,1275,347,1,4.6811,20.0524,49.2,-81.3,11.465,10.637,10.562,0.704,"284618","NULL",0,10925,0,3
"9151",103989,1275,1080,1,4.69568,20.0881,44.8,-26.3,9.893,9.301,9.248,0.503,"29725","NULL",0,10960,0,3
"9153",103991,1275,1183,1,4.74367,19.0096,31.6,-38.7,10.198,9.579,9.523,0.526,"286009","NULL",0,10962,0,3
"9157",103995,1275,1229,1,4.67768,19.0873,17.4,-59.6,10.495,9.856,9.798,0.543,"285966","NULL",0,10966,0,3
"9166",104004,1275,1306,1,4.72425,19.2995,51.7,-34.7,11.603,11.101,11.056,0.427,"NULL","NULL",0,10975,0,3
"9192",104033,1276,222,1,4.30632,20.8682,22.7,-17.4,11.819,10.702,10.601,0.949,"NULL","NULL",0,11004,0,3
"9202",104046,1276,399,1,4.29534,20.8746,35.6,-30.1,11.072,10.452,10.396,0.527,"NULL","NULL",0,11017,0,3
"9219",104066,1276,1221,1,4.30924,21.6005,9.1,-36.8,11.238,10.352,10.272,0.753,"NULL","NULL",0,11037,0,3
"9226",104074,1276,1505,1,4.39719,20.9282,-11.9,-90.6,10.573,9.954,9.898,0.526,"NULL","NULL",0,11045,0,3
"9236",104089,1277,574,1,4.51366,21.2363,28.3,-27.3,11.396,10.389,10.298,0.856,"NULL","NULL",0,11060,0,3
"9241",104097,1277,791,1,4.48618,22.1697,24.1,-14.6,11.086,10.337,10.27,0.637,"NULL","NULL",0,11068,0,3
"9244",104102,1277,943,1,4.52142,22.1965,40.9,-78.7,11.847,11.3,11.251,0.465,"284486","NULL",0,11073,0,3
"9245",104103,1277,944,1,4.45397,21.9803,37.7,-33.4,10.693,9.768,9.685,0.786,"284441","NULL",0,11074,0,3
"9251",104109,1277,1208,1,4.43251,21.7206,37.2,-13.8,11.567,11.148,11.11,0.356,"284444","NULL",0,11080,0,3
"9302",104173,1278,1354,1,4.57679,21.6215,10,-33.9,11.361,10.499,10.421,0.733,"NULL","NULL",0,11144,0,3
"9303",104174,1278,1423,1,4.57125,21.4375,46.9,-36.3,12.067,11.202,11.124,0.735,"NULL","NULL",0,11145,0,3
"9305",104178,1278,1490,1,4.57969,21.1037,40.3,-26.1,8.804,8.084,8.019,0.612,"28990","NULL",0,11149,0,3
"9314",104189,1279,17,1,4.69807,22.1508,-0.2,-37.7,12.048,10.857,10.75,1.012,"NULL","NULL",0,11160,0,3
"9315",104190,1279,18,1,4.66861,22.2747,15.9,-84.2,11.21,10.216,10.127,0.845,"284591","NULL",0,11161,0,3
"9320",104196,1279,249,1,4.69236,21.6529,33.2,-36.5,12.321,10.981,10.86,1.139,"284675","NULL",0,11167,0,3
"9325",104202,1279,414,1,4.69506,21.1661,22.3,-17.4,10.623,10.006,9.95,0.524,"NULL","NULL",0,11173,0,3
"9349",104230,1279,1703,1,4.76648,21.2638,86.8,-32.1,10.472,9.543,9.459,0.79,"30169","NULL",0,11201,0,3
"9353",104235,1279,1957,1,4.74888,20.8735,24.9,-16.3,11.138,10.422,10.358,0.609,"NULL","NULL",0,11206,0,3
"9354",104236,1279,1966,1,4.73961,20.9383,37.6,-13.5,10.405,9.846,9.796,0.475,"284697","NULL",0,11207,0,3
"9358",104240,1279,2259,1,4.78581,20.8823,96.1,-50.3,11.23,9.908,9.789,1.124,"284785","NULL",0,11211,0,3
"9359",104241,1280,58,1,4.83353,16.4121,82.7,-25.8,12.207,11,10.891,1.026,"NULL","NULL",0,11212,0,3
"9360",104242,1280,93,1,4.84057,16.7626,35,-17.4,11.17,10.44,10.374,0.621,"286078","NULL",0,11213,0,3
"9364",104247,1280,241,1,4.92362,16.2218,47.2,-36.4,11.834,10.558,10.443,1.085,"NULL","NULL",0,11218,0,3
"9370",104255,1280,447,1,4.91507,16.1788,135,-108.1,11.693,10.974,10.909,0.611,"286167","NULL",0,11226,0,3
"9375",104262,1280,594,1,4.84947,15.2356,1.8,-84.4,11.102,10.553,10.504,0.467,"286097","NULL",0,11233,0,3
"9378",104266,1280,681,1,4.81436,15.9475,70.1,-21.3,10.73,9.764,9.677,0.821,"NULL","NULL",0,11237,0,3
