"","recno","TYCID1","TYCID2","TYCID3","RA_J2000","DE_J2000","pmRA","pmDE","BT","VT","V","BV","HD","HIP","Plx","indexcandidate","hyades","clusterNum"
"4616",54522,689,1142,1,5.06882,10.3944,0.1,-47.9,11.494,10.834,10.775,0.561,"NULL","NULL",0,5627,0,3
"4644",54550,689,2381,1,5.09348,9.87359,24.1,-39.3,11.792,10.793,10.703,0.849,"NULL","NULL",0,5655,0,3
"4651",54557,689,2709,1,5.00541,10.2694,-21,-187.8,10.014,9.278,9.212,0.626,"287439","NULL",0,5662,0,3
"4656",54566,690,263,1,4.59719,13.0693,26.4,-25.8,11.793,11.012,10.942,0.664,"286886","NULL",0,5671,0,3
"4663",54577,690,809,1,4.64675,12.2155,34.8,-129.8,11.418,10.849,10.798,0.484,"NULL","NULL",0,5682,0,3
"4677",54599,691,197,1,4.72452,13.0357,17.5,-35,9.761,8.958,8.886,0.683,"29924","NULL",0,5704,0,3
"4704",54632,691,1230,1,4.77346,11.9671,7.3,-73.6,10.758,10.047,9.983,0.604,"287056","NULL",0,5737,0,3
"4705",54633,691,1264,1,4.7853,11.4855,11.8,-30.7,11.218,10.476,10.409,0.631,"287060","NULL",0,5738,0,3
"4707",54635,691,1347,1,4.79498,12.2341,29.5,-34.5,11.622,10.736,10.656,0.753,"287049","NULL",0,5740,0,3
"4732",54667,692,1155,1,4.94762,12.122,10.7,-25,11.299,10.432,10.354,0.737,"287290","NULL",0,5772,0,3
"4733",54670,692,1201,1,4.90803,12.4509,92.4,-41.2,9.563,8.731,8.656,0.707,"31222","NULL",0,5775,0,3
"4734",54671,692,1216,1,4.95981,12.1309,49.4,11.2,11.525,10.725,10.653,0.68,"NULL","NULL",0,5776,0,3
"4735",54672,692,1253,1,4.92587,12.1676,6.9,-29.8,10.401,9.762,9.704,0.543,"NULL","NULL",0,5777,0,3
"4745",54687,693,69,1,5.07647,12.3308,13.9,-88.4,11.694,11.048,10.99,0.549,"NULL","NULL",0,5792,0,3
"4751",54693,693,167,1,5.00367,12.4193,22.6,-31,10.172,9.711,9.67,0.392,"287381","NULL",0,5798,0,3
"4760",54703,693,292,1,5.04531,12.334,15.7,-25.6,11.793,11.157,11.1,0.541,"NULL","NULL",0,5808,0,3
"4769",54715,693,583,1,5.02159,12.9845,20.3,-33.8,11.332,10.7,10.643,0.537,"287366","NULL",0,5820,0,3
"4774",54723,693,788,1,4.98717,13.0449,12.8,-29.8,11.141,10.348,10.277,0.674,"287268","NULL",0,5828,0,3
"4776",54725,693,887,1,5.01356,11.9606,28,-24,11.667,10.902,10.833,0.65,"287398","NULL",0,5830,0,3
"4778",54727,693,948,1,5.04662,12.3823,14,-44,12.478,10.984,10.85,1.27,"NULL","NULL",0,5832,0,3
"4803",54754,693,2039,1,4.99377,11.3324,31.7,-34,11.795,10.67,10.569,0.956,"NULL","NULL",0,5859,0,3
"4813",54766,694,104,1,4.61099,14.9736,27.8,-32.4,11.821,11.128,11.066,0.589,"NULL","NULL",0,5871,0,3
"4823",54780,694,877,1,4.59798,13.6007,19.2,-46,11.721,10.49,10.379,1.046,"286879","NULL",0,5885,0,3
"4824",54781,694,886,1,4.66092,13.671,73.9,-76.8,10.415,9.585,9.51,0.705,"286920","NULL",0,5886,0,3
"4829",54786,694,1060,1,4.6667,13.4854,64.2,-67.3,10.038,9.347,9.285,0.587,"286921","NULL",0,5891,0,3
"4835",54793,695,113,1,4.81064,14.9219,34,-15,10.43,9.832,9.778,0.508,"NULL","NULL",0,5898,0,3
"4848",54806,695,519,1,4.8136,13.2422,22.9,-33,11.169,10.516,10.457,0.555,"NULL","NULL",0,5911,0,3
"4851",54810,695,577,1,4.73433,14.5541,-17.5,-58.7,10.911,10.016,9.935,0.761,"285988","NULL",0,5915,0,3
"4855",54816,695,766,1,4.846,14.2179,66.6,-5.9,9.655,8.953,8.89,0.597,"30726","NULL",0,5921,0,3
"4859",54821,695,854,1,4.72511,14.377,52.9,3.5,11.6,10.88,10.815,0.612,"NULL","NULL",0,5926,0,3
"4886",54851,696,431,1,4.88481,14.8963,58.5,-88.2,10.909,9.951,9.865,0.814,"NULL","NULL",0,5956,0,3
"4887",54852,696,514,1,4.95072,13.814,44.4,-36,10.642,9.756,9.676,0.753,"287253","NULL",0,5957,0,3
"4905",54873,696,1291,1,4.89698,13.5589,23.5,-17.4,11.724,10.83,10.75,0.76,"NULL","NULL",0,5978,0,3
"4908",54876,696,1478,1,4.89417,13.1387,53.8,-20.7,11.301,10.433,10.355,0.738,"NULL","NULL",0,5981,0,3
"4912",54880,696,1530,1,4.96152,13.9321,3.6,-43.1,10.036,9.283,9.215,0.64,"31593","NULL",0,5985,0,3
"4915",54883,696,1694,1,4.85148,13.7716,46.8,-37.6,10.832,10.065,9.996,0.652,"NULL","NULL",0,5988,0,3
"4925",54898,697,330,1,4.99574,14.923,16.7,-51.1,11.69,11.152,11.104,0.457,"NULL","NULL",0,6003,0,3
"4927",54900,697,439,1,5.09894,14.0912,33.5,-21.8,11.42,10.696,10.631,0.615,"NULL","NULL",0,6005,0,3
"4934",54908,697,545,1,5.09077,13.803,27.4,-21.7,9.925,9.344,9.292,0.494,"32658","NULL",0,6013,0,3
"4939",54915,697,1001,1,5.018,13.4999,22.5,-18.9,11.959,11.018,10.933,0.8,"NULL","NULL",0,6020,0,3
"4940",54916,697,1026,1,5.07995,14.5355,6.9,-27.1,10.098,9.405,9.343,0.589,"32594","NULL",0,6021,0,3
"4945",54921,697,1162,1,5.03574,14.7498,21.9,-29.5,8.975,8.359,8.304,0.524,"32236","NULL",0,6026,0,3
"4951",54927,697,1339,1,5.03333,13.6535,-62.3,-100.2,9.907,9.319,9.266,0.5,"32201","NULL",0,6032,0,3
"4956",54932,697,1447,1,5.0221,14.1175,19,-32.2,8.97,8.003,7.916,0.822,"32096","NULL",0,6037,0,3
"4957",54933,697,1475,1,5.0276,13.536,1.4,-36.6,11.5,10.731,10.662,0.654,"287348","NULL",0,6038,0,3
"4963",54940,697,1645,1,5.09623,13.9521,42.2,-5.1,10.786,9.754,9.661,0.877,"32700","NULL",0,6045,0,3
"4966",54945,697,1835,1,5.07484,13.3121,7.7,-31.4,11.893,11.04,10.963,0.725,"NULL","NULL",0,6050,0,3
"4973",54953,697,2052,1,5.08724,13.6765,29.9,-44.8,11.152,9.696,9.565,1.238,"NULL","NULL",0,6058,0,3
"4983",54965,698,184,1,5.11366,9.06866,-1.3,-40.2,10.811,10.124,10.062,0.584,"NULL","NULL",0,6070,0,3
"4990",54972,698,276,1,5.11275,8.09656,33.4,-16.3,10.428,8.869,8.729,1.325,"32896","NULL",0,6077,0,3
"5013",54995,698,637,1,5.20166,8.97419,60.1,-2.8,11.017,10.141,10.062,0.745,"NULL","NULL",0,6100,0,3
"5015",54997,698,686,1,5.19731,9.03781,-23,-61.6,11.51,10.612,10.531,0.763,"NULL","NULL",0,6102,0,3
"5027",55011,698,1107,1,5.16728,9.22653,18.5,-75.8,11.615,10.926,10.864,0.586,"NULL","NULL",0,6116,0,3
"5033",55017,698,1309,1,5.18296,8.71034,10.1,-28.2,9.648,9.272,9.238,0.32,"33505","NULL",0,6122,0,3
"5038",55022,698,1465,1,5.18686,8.39712,53.9,-31.7,10.907,9.471,9.342,1.221,"33523","NULL",0,6127,0,3
"5064",55051,698,2270,1,5.21588,8.127,7.1,-28.6,11.456,10.611,10.535,0.718,"NULL","NULL",0,6156,0,3
"5066",55054,699,3,1,5.26193,9.05858,23.5,-57.1,9.547,8.215,8.095,1.132,"34178","NULL",0,6159,0,3
"5069",55058,699,227,1,5.28453,9.37093,33.8,-74.2,10.964,10.271,10.209,0.589,"NULL","NULL",0,6163,0,3
"5103",55096,699,1093,1,5.33791,8.14591,23.7,-39.8,10.603,9.684,9.601,0.781,"34773","NULL",0,6201,0,3
"5114",55107,699,1367,1,5.30212,8.91886,32,-56.3,11.282,10.495,10.424,0.669,"NULL","NULL",0,6212,0,3
"5133",55130,700,507,1,5.38502,8.983,18.7,-16.1,10.3,9.788,9.742,0.435,"NULL","NULL",0,6235,0,3
"5140",55138,700,773,1,5.47992,7.85147,22.1,-14.8,10.507,9.928,9.876,0.492,"NULL","NULL",0,6243,0,3
"5151",55151,700,966,1,5.47163,8.46247,60.4,-42.1,12.101,11.143,11.057,0.814,"NULL","NULL",0,6256,0,3
"5174",55175,700,1493,1,5.46216,7.56593,21.9,-50.4,11.484,10.716,10.647,0.653,"NULL","NULL",0,6280,0,3
"5217",55222,701,103,1,5.59365,9.09587,-9.2,-59.9,10.913,10.233,10.172,0.578,"NULL","NULL",0,6327,0,3
"5234",55241,701,427,1,5.51953,8.65507,21.5,-22.2,11.831,10.663,10.558,0.993,"NULL","NULL",0,6346,0,3
"5239",55246,701,498,1,5.56988,8.2275,7.3,-34.9,11.965,11.327,11.27,0.542,"NULL","NULL",0,6351,0,3
"5244",55251,701,590,1,5.53035,7.67122,24.8,-33.1,10.675,10.119,10.069,0.473,"NULL","NULL",0,6356,0,3
"5258",55266,701,670,1,5.56412,7.95422,10.7,-35.5,11.68,10.965,10.901,0.608,"NULL","NULL",0,6371,0,3
"5278",55287,701,892,1,5.57972,8.1486,26.9,-26.6,11.991,11.28,11.216,0.604,"NULL","NULL",0,6392,0,3
"5281",55290,701,916,1,5.59719,7.65479,14.4,-21,11.117,10.011,9.911,0.94,"NULL","NULL",0,6395,0,3
"5290",55299,701,1028,1,5.50851,8.97664,20.4,-25.4,11.661,10.945,10.881,0.609,"NULL","NULL",0,6404,0,3
"5303",55313,702,13,1,5.14759,10.9835,42.5,-44.9,11.98,10.747,10.636,1.048,"NULL","NULL",0,6418,0,3
"5310",55320,702,276,1,5.12373,9.93161,38.8,0.4,11.882,11.017,10.939,0.735,"NULL","NULL",0,6425,0,3
"5324",55335,702,809,1,5.11383,10.1439,-21.7,-96.8,11.591,10.586,10.496,0.854,"NULL","NULL",0,6440,0,3
"5329",55341,702,970,1,5.21658,10.0892,-10.3,-40.4,9.467,8.78,8.718,0.584,"33775","NULL",0,6446,0,3
"5340",55352,702,1316,1,5.19833,10.4423,36.3,-9.6,10.247,8.836,8.709,1.199,"33625","NULL",0,6457,0,3
"5349",55362,702,1987,1,5.20578,10.5625,-5.3,-47.4,10.943,10.375,10.324,0.483,"NULL","NULL",0,6467,0,3
"5350",55363,702,2105,1,5.15143,9.50977,20.9,-25.2,11.776,11.043,10.977,0.623,"NULL","NULL",0,6468,0,3
"5359",55374,702,2693,1,5.21642,9.60964,90.9,-11.3,12.085,10.909,10.803,1,"NULL","NULL",0,6479,0,3
"5362",55378,702,2791,1,5.11537,10.9968,15.2,-63.9,12.063,10.907,10.803,0.983,"NULL","NULL",0,6483,0,3
"5367",55384,703,117,1,5.27826,10.0978,35.2,-6,11.363,10.902,10.861,0.392,"NULL","NULL",0,6489,0,3
"5368",55385,703,230,1,5.32211,10.7288,28.7,-63,9.79,9.26,9.212,0.45,"34628","NULL",0,6490,0,3
"5376",55395,703,715,1,5.34426,9.69156,17.4,-128.2,11.149,10.199,10.114,0.807,"NULL","NULL",0,6500,0,3
"5378",55397,703,814,1,5.26082,10.8054,31.6,-29.5,11.47,10.84,10.783,0.536,"NULL","NULL",0,6502,0,3
"5384",55404,703,1045,1,5.25018,9.99765,-15.8,-48.7,11.696,10.6,10.501,0.932,"NULL","NULL",0,6509,0,3
"5392",55412,703,1324,1,5.26392,11.1153,8.2,-31.7,9.608,9.113,9.068,0.421,"34177","NULL",0,6517,0,3
"5405",55429,703,1945,1,5.24152,9.84811,31,-17.4,11.689,10.89,10.818,0.679,"NULL","NULL",0,6534,0,3
"5406",55430,703,1973,1,5.31263,10.0232,5.1,-55.9,9.888,8.531,8.409,1.153,"34560","NULL",0,6535,0,3
"5411",55435,704,24,1,5.38201,10.9693,29,-11,11.035,10.16,10.081,0.744,"NULL","NULL",0,6540,0,3
"5415",55439,704,195,1,5.44234,9.69151,32.3,-25.6,9.654,9.15,9.105,0.428,"35636","NULL",0,6544,0,3
"5424",55448,704,510,1,5.44645,10.6848,25.1,-65,11.78,11.113,11.053,0.567,"NULL","NULL",0,6553,0,3
"5438",55463,704,1035,1,5.43841,9.43405,11.1,-32.4,10.911,10.277,10.22,0.539,"NULL","NULL",0,6568,0,3
"5440",55465,704,1310,1,5.48673,10.3332,38.6,-12.4,10.487,9.761,9.696,0.617,"NULL","NULL",0,6570,0,3
"5457",55485,704,1967,1,5.38489,9.68982,19.3,-52.4,11.54,10.612,10.528,0.789,"NULL","NULL",0,6590,0,3
"5466",55494,704,2201,1,5.4732,10.3364,31.8,-29.4,10.428,9.961,9.919,0.397,"NULL","NULL",0,6599,0,3
"5471",55500,704,2378,1,5.37198,10.5753,44.9,-60.9,11.547,10.36,10.253,1.009,"243032","NULL",0,6605,0,3
"5480",55510,704,2677,1,5.47704,10.1769,14.9,-88.7,10.597,9.926,9.866,0.57,"NULL","NULL",0,6615,0,3
"5481",55511,704,2696,1,5.36755,10.063,-2,-38.5,9.433,8.917,8.871,0.439,"35015","NULL",0,6616,0,3
"5487",55517,704,2988,1,5.45515,9.91197,53.3,-81,11.104,10.483,10.427,0.528,"NULL","NULL",0,6622,0,3
"5517",55548,705,224,1,5.61284,9.88729,1.7,-31.2,9.201,8.562,8.504,0.543,"37148","NULL",0,6653,0,3
"5525",55559,705,366,1,5.53525,9.57989,14.8,-33,11.681,10.959,10.894,0.614,"NULL","NULL",0,6664,0,3
"5557",55593,705,708,1,5.58077,10.5773,15.1,-30.5,11.257,10.724,10.676,0.453,"NULL","NULL",0,6698,0,3
"5564",55600,705,762,1,5.54305,10.083,25.1,-28.2,9.712,8.806,8.724,0.77,"36509","NULL",0,6705,0,3
"5572",55608,705,844,1,5.54874,10.0007,26.8,-61.9,11.352,10.508,10.432,0.717,"NULL","NULL",0,6713,0,3
"5585",55621,705,950,1,5.58094,10.9865,57.8,-25.7,11.971,11.026,10.941,0.803,"NULL","NULL",0,6726,0,3
"5595",55631,705,1324,1,5.51707,10.7409,18.4,-34,11.648,10.436,10.327,1.03,"NULL","NULL",0,6736,0,3
"5610",55651,706,291,1,5.15085,12.9642,76.2,-22.1,10.31,9.352,9.266,0.814,"NULL","NULL",0,6756,0,3
"5617",55659,706,569,1,5.14458,12.7709,24,-32.1,11.334,10.378,10.292,0.813,"NULL","NULL",0,6764,0,3
"5619",55661,706,738,1,5.11947,11.6741,41.8,-20.2,11.606,10.807,10.735,0.679,"NULL","NULL",0,6766,0,3
"5625",55667,706,888,1,5.11081,11.6898,37.1,-52.7,11.93,11.099,11.024,0.706,"NULL","NULL",0,6772,0,3
"5636",55681,706,1378,1,5.16134,13.0039,14.8,-36.4,11.802,11.15,11.091,0.554,"NULL","NULL",0,6786,0,3
"5653",55701,706,2050,1,5.15303,12.9124,5,-41.6,12.071,10.499,10.358,1.336,"NULL","NULL",0,6806,0,3
"5662",55711,707,290,1,5.25097,11.4264,18.2,-19.3,11.843,10.781,10.685,0.903,"NULL","NULL",0,6816,0,3
"5683",55737,707,1155,1,5.31051,12.0882,46.5,-74.9,8.947,8.352,8.298,0.506,"34522","NULL",0,6842,0,3
"5708",55768,708,411,1,5.44627,12.8508,54.2,-99.3,10.244,9.479,9.41,0.65,"243736","NULL",0,6873,0,3
"5713",55773,708,577,1,5.46172,11.4709,21.3,-42.8,9.711,8.644,8.548,0.907,"35786","NULL",0,6878,0,3
"5717",55778,708,719,1,5.36486,12.8786,56.6,-2.5,11.798,10.64,10.536,0.984,"NULL","NULL",0,6883,0,3
"5723",55784,708,1020,1,5.42252,12.5314,83.8,-8.5,12.11,10.729,10.605,1.174,"NULL","NULL",0,6889,0,3
"5738",55801,708,1710,1,5.45307,11.5258,41.7,-5.1,9.192,8.565,8.509,0.533,"35712","NULL",0,6906,0,3
"5740",55803,708,1773,1,5.40773,12.0904,35.1,-60.7,11.766,10.565,10.457,1.021,"NULL","NULL",0,6908,0,3
"5747",55812,708,1943,1,5.37303,12.0567,11.8,-33.1,11.34,10.694,10.636,0.549,"NULL","NULL",0,6917,0,3
"5754",55820,709,16,1,5.61496,13.1198,-11.6,-47.6,11.996,11.118,11.039,0.746,"NULL","NULL",0,6925,0,3
"5766",55833,709,115,1,5.61488,12.3143,28.1,-31.9,11.071,10.507,10.456,0.479,"NULL","NULL",0,6938,0,3
"5767",55834,709,119,1,5.53141,12.2398,9.2,-126.5,10.549,9.793,9.725,0.643,"NULL","NULL",0,6939,0,3
"5787",55858,709,457,1,5.554,12.3496,40.8,-27.4,12.2,11.474,11.409,0.617,"NULL","NULL",0,6963,0,3
"5792",55863,709,538,1,5.59601,11.9635,4.1,-27.9,9.364,9.071,9.045,0.249,"36950","NULL",0,6968,0,3
"5814",55885,709,882,1,5.58527,11.5041,35.4,-88,10.201,9.562,9.504,0.543,"245167","NULL",0,6990,0,3
"5818",55889,709,935,1,5.61659,11.743,9.1,-32.5,11.251,10.684,10.633,0.482,"NULL","NULL",0,6994,0,3
"5842",55914,709,1738,1,5.51288,11.5444,29.7,-69.2,11.848,10.982,10.904,0.736,"NULL","NULL",0,7019,0,3
"5847",55919,709,1941,1,5.51317,12.8543,30.7,-31.8,11.261,10.542,10.477,0.611,"NULL","NULL",0,7024,0,3
"5852",55924,710,58,1,5.14382,14.7025,-5.6,-54.8,11.241,10.374,10.296,0.737,"NULL","NULL",0,7029,0,3
"5870",55944,710,609,1,5.13748,13.3796,64.6,-31.8,11.903,10.773,10.671,0.961,"NULL","NULL",0,7049,0,3
"5877",55953,710,972,1,5.18054,14.3569,3.5,-29.9,9.79,9.294,9.249,0.422,"33445","NULL",0,7058,0,3
"5922",56007,711,869,1,5.35083,13.7515,67.2,-61.1,9.747,9.08,9.02,0.567,"34844","NULL",0,7112,0,3
"5945",56036,711,2036,1,5.3583,13.3521,38.4,-70.1,9.954,9.354,9.3,0.51,"242896","NULL",0,7141,0,3
"5954",56047,712,247,1,5.37942,14.954,25.2,-12.5,11.658,10.705,10.619,0.81,"NULL","NULL",0,7152,0,3
"5965",56059,712,590,1,5.40452,14.0718,37.4,-40.1,11.053,10.395,10.336,0.559,"NULL","NULL",0,7164,0,3
"5988",56088,712,1986,1,5.39097,13.7,119.2,-141.7,11.589,10.017,9.876,1.336,"NULL","NULL",0,7193,0,3
"5994",56094,712,2260,1,5.43325,13.3803,-18.6,-74.9,10.598,10.006,9.953,0.503,"NULL","NULL",0,7199,0,3
"6012",56114,712,3082,1,5.42618,13.6259,17.6,-104.2,11.415,10.493,10.41,0.784,"NULL","NULL",0,7219,0,3
"6014",56116,713,16,1,5.54692,14.8853,12.3,-24,11.275,10.091,9.984,1.006,"NULL","NULL",0,7221,0,3
"6017",56120,713,37,1,5.57355,13.9287,84.2,30.1,10.894,10.037,9.96,0.728,"NULL","NULL",0,7225,0,3
"6022",56126,713,166,1,5.60762,14.6541,-77.9,-124.6,9.373,8.618,8.55,0.642,"37088","NULL",0,7231,0,3
"6024",56128,713,202,1,5.52278,14.6307,-10.8,-82.8,11.401,10.748,10.689,0.555,"NULL","NULL",0,7233,0,3
"6029",56133,713,327,1,5.61151,14.226,-5.8,-40.8,9.551,9.023,8.975,0.449,"37126","NULL",0,7238,0,3
"6034",56138,713,373,1,5.53195,13.4141,3.1,-33.3,11.849,10.595,10.482,1.066,"NULL","NULL",0,7243,0,3
"6035",56139,713,375,1,5.53712,14.3451,-17.5,-58.9,11.281,10.756,10.709,0.446,"NULL","NULL",0,7244,0,3
"6038",56143,713,446,1,5.54589,14.2196,43,-65.6,9.511,8.851,8.792,0.561,"36507","NULL",0,7248,0,3
"6050",56156,713,661,1,5.6139,13.6323,-0.9,-106.3,11.634,10.768,10.69,0.736,"NULL","NULL",0,7261,0,3
"6052",56159,713,705,1,5.5044,14.0277,28.4,-40.3,11.134,10.193,10.108,0.8,"NULL","NULL",0,7264,0,3
"6057",56166,713,929,1,5.5011,13.2113,3.3,-39.3,11.734,11.053,10.992,0.579,"NULL","NULL",0,7271,0,3
"6076",56188,714,222,1,5.68827,9.26354,-6.6,-64.1,11.059,10.693,10.66,0.311,"NULL","NULL",0,7293,0,3
"6080",56192,714,254,1,5.62424,9.28109,95.2,41.5,9.579,8.894,8.832,0.582,"37243","NULL",0,7297,0,3
"6082",56194,714,290,1,5.65642,9.32178,2,-41.1,10.272,9.74,9.692,0.452,"NULL","NULL",0,7299,0,3
"6102",56216,714,706,1,5.6514,7.54429,46.1,-75.5,9.307,8.561,8.494,0.634,"37454","NULL",0,7321,0,3
"6109",56223,714,844,1,5.65826,7.59331,5.3,-35.6,10.908,10.218,10.156,0.587,"NULL","NULL",0,7328,0,3
"6117",56232,714,1037,1,5.7419,8.63719,25.5,-23.7,9.278,8.732,8.683,0.464,"38224","NULL",0,7337,0,3
"6130",56248,714,1323,1,5.68153,8.02758,35.8,-29.8,11.384,10.343,10.249,0.885,"NULL","NULL",0,7353,0,3
"6143",56261,714,1500,1,5.63973,8.44466,106.8,-33.4,11.157,10.407,10.34,0.638,"NULL","NULL",0,7366,0,3
"6153",56274,715,133,1,5.8669,9.03714,9.8,-28.5,11.175,10.543,10.486,0.537,"NULL","NULL",0,7379,0,3
"6164",56286,715,377,1,5.75936,8.58198,15.6,-17.3,8.128,7.799,7.769,0.28,"38379","NULL",0,7391,0,3
"6186",56312,715,691,1,5.82843,8.07227,3.3,-50.2,9.509,8.96,8.911,0.467,"38945","NULL",0,7417,0,3
"6198",56324,715,858,1,5.77338,8.14217,-7.7,-65.5,10.588,9.865,9.8,0.615,"NULL","NULL",0,7429,0,3
"6203",56329,715,1103,1,5.76864,8.27949,24.1,-17.2,11.25,10.542,10.478,0.602,"NULL","NULL",0,7434,0,3
"6216",56344,715,1407,1,5.81941,7.50364,-16.5,-56.5,11.601,10.6,10.51,0.851,"NULL","NULL",0,7449,0,3
"6228",56358,716,39,1,5.91648,9.31338,6.7,-74.5,10.858,10.331,10.284,0.448,"NULL","NULL",0,7463,0,3
"6262",56392,716,906,1,5.89175,7.65545,10.9,-46.2,9.157,7.875,7.76,1.09,"39528","NULL",0,7497,0,3
"6283",56414,716,1550,1,5.96295,7.72339,-8.7,-109.2,11.005,10.32,10.258,0.582,"NULL","NULL",0,7519,0,3
"6289",56421,716,1701,1,5.98242,8.61433,-5.6,-40.2,11.092,10.389,10.326,0.598,"NULL","NULL",0,7526,0,3
"6293",56425,716,1832,1,5.95266,8.31133,46.4,-50.7,11.336,10.691,10.633,0.548,"NULL","NULL",0,7530,0,3
"6357",56519,717,2147,1,6.02565,7.59768,33.8,-17.4,9.74,9.183,9.133,0.473,"40803","NULL",0,7600,0,3
"6358",56520,717,2148,1,6.06449,8.57012,177.6,43.3,9.994,9.262,9.196,0.622,"NULL","NULL",0,7601,0,3
"6372",56543,717,2552,1,6.07221,8.50175,33.7,-51.4,10.087,9.406,9.345,0.579,"NULL","NULL",0,7617,0,3
"6377",56551,718,11,1,5.65403,11.2169,-13,-86.9,10.194,9.542,9.483,0.554,"NULL","NULL",0,7622,0,3
"6385",56560,718,194,1,5.67345,10.7349,16.6,-38.1,11.06,10.343,10.278,0.609,"NULL","NULL",0,7631,0,3
"6406",56586,718,500,1,5.61999,9.78193,28.2,-16.2,11.415,10.913,10.868,0.427,"NULL","NULL",0,7657,0,3
"6407",56587,718,509,1,5.70438,10.5449,18,-59.6,11.521,10.784,10.718,0.626,"NULL","NULL",0,7658,0,3
"6409",56589,718,523,1,5.71483,9.89113,24.6,-36.5,10.185,9.476,9.412,0.603,"NULL","NULL",0,7660,0,3
"6422",56603,718,689,1,5.69451,9.62601,-8.7,-48,9.863,9.338,9.291,0.446,"37822","NULL",0,7674,0,3
"6435",56617,718,843,1,5.73405,9.51943,41.7,-56.4,11.067,10.44,10.384,0.533,"NULL","NULL",0,7688,0,3
"6474",56660,719,232,1,5.85212,11.066,51.8,-12.8,9.884,8.539,8.418,1.143,"39157","NULL",0,7731,0,3
"6479",56666,719,273,1,5.79031,10.1148,33.5,-81.6,10.493,9.795,9.732,0.593,"NULL","NULL",0,7737,0,3
"6483",56670,719,300,1,5.75233,10.0316,-4,-42.3,10.657,9.645,9.554,0.86,"NULL","NULL",0,7741,0,3
"6490",56678,719,354,1,5.83254,10.1832,12.8,-27.2,11.348,10.51,10.435,0.712,"NULL","NULL",0,7749,0,3
"6496",56684,719,474,1,5.76249,10.0491,66.3,-52.8,10.252,9.423,9.348,0.705,"NULL","NULL",0,7755,0,3
"6529",56721,719,944,1,5.82506,9.55758,13.6,-30.4,10.148,9.623,9.576,0.446,"NULL","NULL",0,7792,0,3
"6536",56728,719,1048,1,5.75239,9.61887,50.4,-63.3,11.478,10.646,10.571,0.707,"NULL","NULL",0,7799,0,3
"6537",56729,719,1066,1,5.82233,10.2204,-1.8,-43.1,10.886,10.248,10.191,0.542,"NULL","NULL",0,7800,0,3
"6547",56743,720,20,1,5.87381,10.1395,0.3,-71.7,9.254,8.663,8.61,0.502,"39341","NULL",0,7814,0,3
"6560",56758,720,214,1,5.92147,10.9339,27,-63.9,11.154,10.37,10.299,0.666,"249215","NULL",0,7829,0,3
"6578",56777,720,549,1,5.93562,9.48864,5,-96.7,11.36,10.472,10.392,0.755,"NULL","NULL",0,7848,0,3
"6634",56836,720,1545,1,5.96687,11.1936,30.5,-27.3,10.736,10.266,10.224,0.4,"NULL","NULL",0,7907,0,3
"6666",56882,721,397,1,6.06897,11.0158,10.9,-39.3,8.729,8.232,8.187,0.422,"41223","NULL",0,7944,0,3
"6675",56900,721,820,1,6.05791,9.82801,117.5,-43.3,10.698,10.113,10.06,0.497,"NULL","NULL",0,7955,0,3
"6688",56920,721,1296,1,6.0055,10.2301,30.6,-20.4,10.998,10.254,10.187,0.632,"NULL","NULL",0,7970,0,3
"6706",56945,721,1930,1,6.04597,9.53561,7,-26.9,10.716,9.876,9.8,0.714,"NULL","NULL",0,7989,0,3
"6724",56969,722,36,1,5.65108,13.0296,49.9,-69.4,11.568,10.414,10.31,0.981,"NULL","NULL",0,8009,0,3
"6725",56972,722,73,1,5.63419,11.8076,8.7,-39.3,10.899,10.281,10.225,0.525,"NULL","NULL",0,8012,0,3
"6729",56976,722,149,1,5.63035,12.5134,119.1,-10.7,10.85,10.006,9.93,0.717,"NULL","NULL",0,8016,0,3
"6734",56981,722,198,1,5.70738,13.1065,12.3,-131.4,11.717,10.719,10.629,0.848,"NULL","NULL",0,8021,0,3
"6791",57039,722,894,1,5.6698,11.4458,13.8,-19.7,9.355,9.129,9.109,0.192,"37604","NULL",0,8079,0,3
"6794",57042,722,950,1,5.71197,11.5018,34.2,-7.8,11.191,10.434,10.366,0.643,"NULL","NULL",0,8082,0,3
"6798",57046,722,987,1,5.65896,11.3568,23.7,-59.2,11.241,10.282,10.196,0.815,"NULL","NULL",0,8086,0,3
"6811",57061,722,1169,1,5.7445,11.4069,-2.4,-41.3,9.566,8.81,8.742,0.643,"38222","NULL",0,8101,0,3
"6812",57062,722,1170,1,5.64402,11.3879,8.8,-29.9,11.184,9.841,9.72,1.142,"NULL","NULL",0,8102,0,3
"6817",57067,723,12,1,5.86043,12.5942,-28,-60.3,11.3,10.457,10.381,0.717,"NULL","NULL",0,8107,0,3
"6819",57069,723,19,1,5.77536,12.966,105.4,-78.6,10.599,9.934,9.874,0.565,"247463","NULL",0,8109,0,3
"6849",57105,723,569,1,5.83431,12.6355,40.8,-27.3,11.451,11.28,11.265,0.145,"NULL","NULL",0,8145,0,3
"6864",57121,723,857,1,5.80778,11.7167,25.9,-73,9.71,9.118,9.065,0.503,"247864","NULL",0,8161,0,3
"6873",57131,723,982,1,5.83975,11.9318,15.1,-63.8,10.712,10.274,10.235,0.372,"NULL","NULL",0,8171,0,3
